Lokasi,Tren,Tanggal Listing,Harga,Harga Asli,Omset 30 Hari,Rata-rata Omset per bulan,Omset Total,Penjualan 30 Hari,Rata-rata Penjualan per bulan,Penjualan Total,Jumlah Stok,Nilai Stok,Rating,Jumlah Ulasan,Wishlist,Category,Harga_encoded,Rata-rata Penjualan per bulan_outlier_flag,Rata-rata Omset per bulan_outlier_flag,Nilai Stok_outlier_flag
Kab. Ngawi,-1.0,2023-02-20,9200,9500,7332400,7411442,151128400,797.0,805,16427.0,542,4986400,4.75,419.0,455.0,Tas,8500.0,False,False,False
Kab. Ponorogo,107.0,2024-08-29,35000,0,27755000,13384977,27930000,793.0,382,798.0,4166,145810000,4.91,119.0,13.0,Tas,30000.0,False,False,True
Kab. Situbondo,23.0,2023-08-22,7500,0,5925000,4807094,68835000,790.0,640,9178.0,24932,186990000,4.79,346.0,316.0,Tas,7500.0,False,False,True
Serang,-44.0,2023-08-15,50000,0,20835000,37817916,549900000,416.0,756,10998.0,345,17250000,4.7,2629.0,10157.0,Tas,48000.0,False,True,False
Yogyakarta,27.0,2024-01-15,10500,25000,8074500,6319629,60259500,769.0,601,5739.0,494,5187000,4.77,378.0,1074.0,Tas,33000.0,False,False,False
Yogyakarta,16.0,2023-05-21,13500,30000,10138500,8733709,151483500,751.0,646,11221.0,1392,18792000,4.83,1222.0,970.0,Tas,33000.0,False,False,False
Surabaya,66.0,2023-06-02,10950,24999,85240275,51301605,870141750,6632.0,4685,79465.0,1352,14804400,4.84,1043.0,232.0,Tas,17200.0,True,True,False
Kab. Bogor,-20.0,2022-11-26,16999,40000,11302635,14145228,328029703,664.0,832,19297.0,169,2872831,4.74,2777.0,5107.0,Tas,49600.0,False,False,False
Jakarta Pusat,-34.0,2023-06-22,75000,0,51825000,79621116,1299750000,691.0,1061,17330.0,23707,1778025000,4.89,7930.0,51.0,misc,16950.0,False,True,True
Kab. Sukoharjo,82.0,2024-08-04,2500,0,1700000,929313,2692500,680.0,371,1077.0,4003,10007500,4.96,27.0,8.0,Tas,250000.0,False,False,False
Kab. Bandung,-32.0,2020-11-19,7550,0,507360,754082,35764350,67.0,99,4737.0,5718,43170900,4.94,64.0,112.0,Tas,35199.0,False,False,False
Kab. Ponorogo,88.0,2021-01-22,59000,120000,38291000,20314818,921049000,649.0,344,15611.0,1091,64369000,4.93,4081.0,3955.0,Tas,30000.0,False,False,False
Bandung,-57.0,2020-07-02,2700,0,163350,384103,19961100,60.0,142,7393.0,19684,53146800,4.85,40.0,38.0,Tas,35900.0,False,False,False
Kab. Ponorogo,28.0,2021-07-08,25900,31000,15203300,11864838,472105200,587.0,458,18228.0,900,23310000,4.9,2828.0,5718.0,Tas,30000.0,False,False,False
Kab. Ngawi,-49.0,2021-03-31,9200,9500,5621200,11194067,481721200,611.0,1216,52361.0,2659,24462800,4.85,1331.0,640.0,Tas,8500.0,False,False,False
Bandung,-15.0,2023-02-07,5999,24599,3491418,4138039,86097648,582.0,689,14352.0,1545,9268455,4.68,1320.0,1550.0,Tas,35900.0,False,False,False
Kab. Ngawi,45.0,2024-09-17,8750,0,4970000,3416404,5083750,568.0,390,581.0,394,3447500,4.89,9.0,12.0,Tas,8500.0,False,False,False
Kab. Situbondo,-60.0,2022-01-01,12000,0,6756000,17245302,586440000,563.0,1437,48870.0,25503,306036000,4.88,3602.0,13716.5,Tas,7500.0,False,False,True
Kab. Kediri,104.0,2023-05-23,6550,0,3609050,1768307,30568850,551.0,269,4667.0,193,1264150,4.73,223.0,327.0,Tas,15000.0,False,False,False
Tasikmalaya,12.0,2024-06-13,16500,25000,9025500,8025958,36993000,547.0,486,2242.0,1147,18925500,4.78,155.0,73.0,Tas,104000.0,False,False,False
Kab. Bogor,98.0,2024-06-12,54000,0,54648000,27546767,128088000,1012.0,510,2372.0,961,51894000,4.83,640.0,3561.0,Tas,49600.0,False,False,False
Kab. Purworejo,90.0,2024-01-20,4500,0,2448000,1286432,12073500,544.0,285,2683.0,25377,114196500,4.86,37.0,96.0,misc,4500.0,False,False,False
Malang,-31.0,2023-10-08,12999,45000,9926036,14466760,184793784,763.0,1112,14216.0,295,3834705,4.505000000000001,1734.0,517.0,misc,12999.0,False,False,False
Kab. Madiun,19.0,2024-09-19,5950,0,3207050,2679002,3802050,539.0,450,639.0,90,535500,4.8,15.0,13.0,Tas,6999.0,False,False,False
Kab. Tangerang,-39.0,2023-11-29,12000,0,9978000,16498628,183324000,831.0,1374,15277.0,6194,74328000,4.505000000000001,2092.0,833.0,Tas,75000.0,False,False,False
Kab. Ngawi,-26.0,2024-01-03,7800,0,3962400,5385106,53430000,508.0,690,6850.0,495,3861000,4.88,183.0,94.0,Tas,8500.0,False,False,False
Kab. Trenggalek,82.0,2024-02-15,20000,0,10140000,5553749,47420000,507.0,277,2371.0,15837,316740000,4.82,449.0,257.0,Tas,20000.0,False,False,True
Kab. Ponorogo,9.0,2023-07-18,34650,45000,17498250,16022533,247366350,505.0,462,7139.0,1500,51975000,4.88,2613.0,4470.0,Tas,30000.0,False,False,False
Kab. Sidoarjo,-45.0,2024-03-30,31999,0,28619905,52978331,373780319,894.0,1655,11681.0,23241,743688759,4.75,1323.0,1771.0,Tas,20250.0,False,True,True
Bogor,-3.0,2023-04-14,10500,29900,5292000,5476099,101724000,504.0,521,9688.0,71,745500,4.77,1317.0,2114.0,Tas,46900.0,False,False,False
Kab. Madiun,32.0,2024-01-13,6999,0,3520497,2663350,25609341,503.0,380,3659.0,919,6432081,4.86,142.0,627.0,Tas,6999.0,False,False,False
Jakarta Barat,135.0,2024-05-14,21888,30000,10944000,4653154,25959168,500.0,212,1186.0,3765,82408320,4.76,271.0,329.0,Tas,75000.0,False,False,False
Jakarta Timur,-30.0,2024-02-20,100000,0,4990000,7153264,60000000,49.0,71,600.0,1,100000,4.92,374.0,17.0,Tas,65000.0,False,False,False
Kab. Ngawi,-59.0,2020-05-31,7100,7550,3528700,8675041,460165200,497.0,1221,64812.0,1482,10522200,4.91,1671.0,896.0,Tas,8500.0,False,False,False
Kab. Ngawi,25.0,2023-12-11,10400,11000,5189600,4129070,44096000,499.0,397,4240.0,211,2194400,4.85,145.0,142.0,Tas,8500.0,False,False,False
Kab. Madiun,-37.0,2022-03-17,7999,0,3879515,6184046,194631668,485.0,773,24332.0,3200,25596800,4.92,572.0,479.0,Tas,6999.0,False,False,False
Kab. Sidoarjo,-17.0,2023-10-12,49401,49900,31409155,38083319,481956156,635.0,770,9756.0,17039,841743639,4.74,1839.0,1417.0,Tas,20250.0,False,True,True
Kab. Madiun,39.0,2024-07-01,7899,0,3783621,2710091,10837428,479.0,343,1372.0,401,3167499,4.83,41.0,150.0,Tas,6999.0,False,False,False
Jakarta Barat,52.0,2021-12-19,91149,93000,48053752,31475129,1083397014,527.0,345,11886.0,1450,132166050,4.76,3299.0,4498.0,Tas,75000.0,False,False,False
Surabaya,-11.0,2021-02-14,13999,120000,599157,679566,30293836,42.0,48,2164.0,56,783944,4.54,719.0,444.0,Tas,17200.0,False,False,False
Kab. Ngawi,107.0,2023-01-18,4900,0,2033500,978234,20986700,415.0,199,4283.0,6,29400,4.8,137.0,220.0,Tas,8500.0,False,False,False
Kab. Tasikmalaya,166.0,2021-01-30,8500,16000,3510500,1317607,59381000,413.0,155,6986.0,330,2805000,4.8,680.0,1098.0,Tas,27000.0,False,False,False
Kab. Jombang,0.0,2023-11-27,6950,0,7428160,7381316,82406150,1068.0,1062,11857.0,2358,16388100,4.61,593.0,76.0,Tas,6950.0,False,False,False
Jakarta Utara,-57.0,2023-05-23,109999,137500,4531958,10708658,185128317,41.0,97,1683.0,4114,452535886,4.87,774.0,1635.0,Tas,85000.0,False,False,True
Kab. Sidoarjo,10.0,2024-07-09,30450,0,12332250,11161650,41686050,405.0,366,1369.0,324,9865800,4.65,413.0,91.0,Tas,20250.0,False,False,False
Kab. Ngawi,28.0,2022-12-22,5500,0,2211000,1721924,38445000,402.0,313,6990.0,14,77000,4.86,189.0,510.0,Tas,8500.0,False,False,False
Jakarta Barat,-22.0,2023-12-10,24900,50000,9960000,12916063,138319500,400.0,518,5555.0,1150,28635000,4.82,844.0,2736.0,Tas,75000.0,False,False,False
Kab. Banyuwangi,155.0,2020-11-01,26000,0,8840000,3465852,166374000,340.0,133,6399.0,1491,38766000,4.76,610.0,342.0,Tas,26000.0,False,False,False
Kab. Tasikmalaya,28.0,2020-10-11,19900,25000,7780900,6036443,293843400,391.0,303,14766.0,307,6109300,4.85,1802.0,3881.0,Tas,27000.0,False,False,False
Jakarta Utara,45.0,2024-04-21,30000,0,11670000,8001215,50880000,389.0,266,1696.0,125,3750000,4.75,566.0,15.0,Tas,85000.0,False,False,False
Kab. Trenggalek,45.0,2023-11-06,20000,0,7580000,5198874,61500000,379.0,259,3075.0,3428,68560000,4.75,656.0,214.0,Tas,20000.0,False,False,False
Kab. Ponorogo,74.0,2022-03-22,57000,0,21375000,12219815,382755000,375.0,214,6715.0,303,17271000,4.83,1866.0,2943.0,Tas,30000.0,False,False,False
Kab. Karawang,-11.0,2022-06-19,21000,0,7602000,8599465,244293000,362.0,409,11633.0,1591,33411000,4.6,1377.0,1454.0,Tas,75000.0,False,False,False
Kab. Tangerang,90.0,2024-05-23,16800,50000,6064800,3186191,16867200,361.0,189,1004.0,756,12700800,4.87,191.0,888.0,Tas,75000.0,False,False,False
Yogyakarta,92.0,2023-07-26,10500,30000,3748500,1951290,29652000,357.0,185,2824.0,490,5145000,4.72,338.0,247.0,Tas,33000.0,False,False,False
Tasikmalaya,16.0,2024-03-27,80000,0,28400000,24367825,174560000,355.0,304,2182.0,145,11600000,4.82,792.0,13716.5,Tas,104000.0,False,False,False
Kab. Bogor,114.0,2023-07-18,50000,0,17600000,8211532,127000000,352.0,164,2540.0,8612,430600000,4.78,1368.0,61.0,misc,16900.0,False,False,True
Kab. Karawang,128.0,2022-10-09,50000,0,1760000,770004,19050000,35.0,15,381.0,326,16300000,4.99,218.0,3.0,misc,6600.0,False,False,False
Kab. Bandung,-83.0,2021-06-05,8075,25000,2826250,17357531,709469500,350.0,2149,85635.5,3072,24806400,4.79,12240.0,13716.5,Tas,35199.0,False,False,False
Kab. Ngawi,148.0,2024-06-27,8909,8999,3109241,1252697,5211765,349.0,140,585.0,914,8142826,4.89,18.0,16.0,Tas,8500.0,False,False,False
Kab. Ponorogo,17.0,2023-07-10,75000,90000,25800000,21906464,344175000,344.0,292,4589.0,166,12450000,4.9,1812.0,2221.0,Tas,30000.0,False,False,False
Medan,-49.0,2022-01-13,50000,0,1710000,3373122,113350000,34.0,67,2267.0,9798,489900000,4.9,974.0,13.0,misc,6999.0,False,False,True
Kab. Situbondo,76.0,2024-08-15,7000,0,2317000,1313061,3339000,331.0,187,477.0,7318,51226000,4.94,35.0,18.0,Tas,7500.0,False,False,False
Kab. Situbondo,42.0,2023-07-29,12000,0,4044000,2839968,42888000,337.0,236,3574.0,7259,87108000,4.67,99.0,192.0,Tas,7500.0,False,False,False
Jakarta Timur,-23.0,2023-12-29,129000,0,41667000,54220162,547089000,323.0,420,4241.0,198,25542000,4.9,1253.0,13716.5,Tas,65000.0,False,True,False
Kab. Blitar,-51.0,2024-08-24,28000,70000,8876000,18374309,41216000,317.0,656,1472.0,14996,419888000,4.76,780.0,194.0,Tas,28000.0,False,False,True
Kab. Tangerang,38.0,2024-05-10,28500,118998,8949000,6473405,36936000,314.0,227,1296.0,3886,110751000,4.77,142.0,401.0,Tas,75000.0,False,False,False
Bekasi,1.0,2023-05-26,32010,33000,9859080,9686262,166419990,308.0,302,5199.0,112,3585120,4.8,1117.0,6135.0,Tas,50000.0,False,False,False
Kab. Bandung,19.0,2023-09-20,35055,145000,26943273,22563345,301963770,768.0,643,8614.0,8669,303891795,4.505000000000001,673.0,254.0,Tas,35199.0,False,False,True
unidentified,-49.0,2023-05-24,59000,95000,18054000,35708362,616078000,306.0,605,10442.0,107,6313000,4.85,4376.0,13716.5,Tas,45224.5,False,True,False
Kab. Sidoarjo,13.0,2024-08-30,52000,0,15860000,14031862,28912000,305.0,269,556.0,71,3692000,4.8,139.0,638.0,misc,16250.0,False,False,False
Kab. Tangerang,15.0,2024-05-10,26500,49130,7923500,6873540,39220000,299.0,259,1480.0,11461,303716500,4.88,155.0,217.0,Tas,75000.0,False,False,True
Kab. Malang,-16.0,2023-06-28,5700,9000,1692900,2017598,32558400,297.0,353,5712.0,9206,52474200,4.505000000000001,329.0,452.0,misc,4625.0,False,False,False
Kab. Sidoarjo,-47.0,2021-11-16,690,1100,204930,393855,13989750,297.0,570,20275.0,1651,1139190,4.6,124.0,131.0,Tas,20250.0,False,False,False
Kab. Ngawi,19.0,2020-08-28,7500,0,2250000,1879984,94237500,300.0,250,12565.0,320,2400000,4.91,319.0,794.0,Tas,8500.0,False,False,False
Bekasi,51.0,2022-08-24,87000,0,25491000,16849866,442221000,293.0,193,5083.0,338,29406000,4.87,1779.0,3264.0,Tas,50000.0,False,False,False
Jakarta Barat,-6.0,2021-06-03,34212,40250,9955692,10600790,433842372,291.0,309,12681.0,2531,86590572,4.84,3099.0,5396.0,Tas,75000.0,False,False,False
Kab. Ngawi,159.0,2023-03-09,4750,5250,1368000,526847,10402500,288.0,110,2190.0,164,779000,4.81,103.0,95.0,Tas,8500.0,False,False,False
Bekasi,80.0,2020-02-16,30500,0,8723000,4843125,273707000,286.0,158,8974.0,216,6588000,4.78,1592.0,2481.0,Tas,50000.0,False,False,False
Kab. Karawang,-34.0,2023-11-14,21000,0,5985000,9110913,105525000,285.0,433,5025.0,685,14385000,4.81,661.0,805.0,Tas,75000.0,False,False,False
Jakarta Utara,-23.0,2023-06-27,25650,80000,7105050,9264074,149744700,277.0,361,5838.0,32,820800,4.86,1676.0,9666.0,Tas,85000.0,False,False,False
Kab. Ngawi,1.0,2023-04-16,10000,0,2710000,2681045,49670000,271.0,268,4967.0,17,170000,4.87,159.0,79.0,Tas,8500.0,False,False,False
Kab. Ponorogo,-26.0,2022-09-21,24500,25000,6566000,8876103,224983500,268.0,362,9183.0,354,8673000,4.91,1146.0,900.0,Tas,30000.0,False,False,False
Kab. Bantul,22.0,2024-05-24,99000,139000,26334000,21509394,113157000,266.0,217,1143.0,53,5247000,4.95,408.0,5336.0,Tas,17000.0,False,False,False
Kab. Madiun,-79.0,2022-03-14,3999,0,999750,4904552,154833282,250.0,1226,38718.0,4157,16623843,4.76,705.0,684.0,Tas,6999.0,False,False,False
Tasikmalaya,10.0,2024-06-13,16500,25000,4207500,3800113,17506500,255.0,230,1061.0,4027,66445500,4.81,53.0,28.0,Tas,104000.0,False,False,False
Kab. Tangerang,1.0,2024-07-18,16400,16800,4214800,4133264,14268000,257.0,252,870.0,164,2689600,4.82,127.0,244.0,Tas,75000.0,False,False,False
Kab. Situbondo,-49.0,2023-08-22,7500,0,191250,380219,5445000,25.0,50,726.0,24262,181965000,4.9,52.0,41.0,Tas,7500.0,False,False,True
Kab. Bantul,-51.0,2022-11-08,6850,0,1712500,3513792,83494650,250.0,512,12189.0,4775,32708750,4.88,50.0,465.0,Tas,17000.0,False,False,False
Surabaya,80.0,2021-02-25,45000,0,47601000,26365864,1165995000,1057.0,585,25911.0,5986,269370000,4.74,5946.0,13716.5,Tas,17200.0,False,False,True
Kab. Bogor,55.0,2024-09-03,33900,99000,8441100,5441666,10475100,249.0,160,309.0,74,2508600,4.82,92.0,808.0,Tas,49600.0,False,False,False
Kab. Ponorogo,-22.0,2021-08-28,45000,0,11205000,14411842,549315000,249.0,320,12207.0,8374,376830000,4.91,1984.0,646.0,Tas,30000.0,False,False,True
Kab. Sidoarjo,35.0,2021-05-31,3950,0,963800,712854,29253700,244.0,180,7406.0,3526,13927700,4.83,131.0,208.0,Tas,20250.0,False,False,False
Kab. Ponorogo,8.0,2024-06-30,37900,0,9247600,8548243,34716400,244.0,225,916.0,443,16789700,4.75,16.0,16.0,misc,6750.0,False,False,False
Kab. Bogor,21.0,2024-09-25,100000,0,24400000,20038382,24500000,244.0,200,245.0,462,46200000,4.75,130.0,1.0,Tas,49600.0,False,False,False
Kab. Bandung,155.0,2017-12-14,42500,0,10285000,4023738,332307500,242.0,94,7819.0,3538,150365000,4.505000000000001,2533.0,1403.0,Tas,35199.0,False,False,True
Kab. Ngawi,-77.0,2023-06-05,4100,0,1029100,4620376,77941000,251.0,1126,19010.0,443,1816300,4.85,239.0,313.0,Tas,8500.0,False,False,False
Kab. Tangerang,-47.0,2023-11-09,19990,0,4797600,9057602,106326810,240.0,453,5319.0,1322,26426780,4.86,651.0,1819.0,Tas,75000.0,False,False,False
Kab. Ngawi,-27.0,2023-08-17,9400,9800,2284200,3132181,45373800,243.0,333,4827.0,1099,10330600,4.93,142.0,176.0,Tas,8500.0,False,False,False
Kab. Trenggalek,-25.0,2023-09-25,20000,0,4660000,6238253,82420000,233.0,311,4121.0,7127,142540000,4.86,736.0,368.0,Tas,20000.0,False,False,True
Kab. Ponorogo,46.0,2022-09-22,38800,40000,9001600,6125729,155083600,232.0,157,3997.0,236,9156800,4.89,622.0,308.0,misc,6750.0,False,False,False
Tasikmalaya,86.0,2024-08-09,23500,0,5616500,3003840,8248500,239.0,127,351.0,376,8836000,4.91,23.0,13.0,Tas,104000.0,False,False,False
Kab. Ponorogo,162.0,2023-10-13,59950,0,13788500,5248312,66124850,230.0,87,1103.0,3960,237402000,4.86,290.0,112.0,Tas,30000.0,False,False,True
Jakarta Selatan,52.0,2024-09-15,59900,0,13357700,8778982,13477500,223.0,146,225.0,82,4911800,4.63,96.0,128.0,Tas,32500.0,False,False,False
Kab. Ngawi,-83.0,2021-10-03,7799,8899,1723579,10258716,378891018,221.0,1315,48582.0,1308,10201092,4.93,1175.0,1134.0,Tas,8500.0,False,False,False
Blitar,-15.0,2023-12-25,5600,0,1187200,1411014,14420000,212.0,251,2575.0,9003,50416800,4.71,72.0,104.0,Tas,5600.0,False,False,False
Kab. Ponorogo,-69.0,2023-08-05,65000,0,9230000,30652984,455845000,142.0,471,7013.0,4524,294060000,4.91,768.0,114.0,Tas,30000.0,False,False,True
Kab. Sleman,10.0,2024-05-07,109000,0,22672000,20434898,118483000,208.0,187,1087.0,46,5014000,4.95,377.0,8548.0,Tas,130000.0,False,False,False
Bekasi,-47.0,2019-01-15,24000,0,499200,951306,66168000,20.0,39,2757.0,19,456000,4.77,490.0,800.0,Tas,50000.0,False,False,False
Kab. Tangerang,17.0,2024-08-05,28500,118998,5785500,4919675,14136000,203.0,172,496.0,3886,110751000,4.71,85.0,427.0,Tas,75000.0,False,False,False
Jakarta Pusat,39.0,2024-08-16,49300,99000,10007900,7183740,17994500,203.0,145,365.0,4596,226582800,4.6,118.0,113.0,Tas,43000.0,False,False,True
Medan,79.0,2021-10-30,50000,0,10150000,5651620,203900000,203.0,113,4078.0,11550,577500000,4.92,2292.0,33.0,misc,6999.0,False,False,True
Kab. Trenggalek,55.0,2024-02-17,20000,0,4000000,2577764,21840000,200.0,128,1092.0,2885,57700000,4.78,292.0,91.0,Tas,20000.0,False,False,False
Kab. Ngawi,-70.0,2021-09-25,6000,0,756000,2561402,95358000,126.0,426,15893.0,1356,8136000,4.79,280.0,194.0,Tas,8500.0,False,False,False
Kab. Ngawi,18.0,2024-03-07,12325,12450,2391050,2020518,15776000,194.0,163,1280.0,930,11462250,4.94,47.0,21.0,Tas,8500.0,False,False,False
Kab. Ponorogo,-41.0,2021-02-28,30000,0,576000,988423,43620000,19.0,32,1454.0,1073,32190000,4.84,167.0,135.0,Tas,30000.0,False,False,False
Kab. Ngawi,-16.0,2024-07-25,4100,4200,774900,929560,3001200,189.0,226,732.0,591,2423100,4.85,20.0,21.0,Tas,8500.0,False,False,False
Banjarbaru,-28.0,2021-09-10,20000,0,380000,533205,20100000,19.0,26,1005.0,81,1620000,4.94,73.0,263.0,Tas,17350.0,False,False,False
Jakarta Timur,33.0,2024-04-28,30000,0,5670000,4259183,26130000,189.0,141,871.0,1546,46380000,4.84,503.0,18.0,Tas,65000.0,False,False,False
Kab. Madiun,-47.0,2024-05-06,7499,0,1402313,2679339,15650413,187.0,357,2087.0,109,817391,4.75,51.0,67.0,Tas,6999.0,False,False,False
Kab. Ngawi,-83.0,2020-05-31,9200,0,1720400,10622231,563398800,187.0,1154,61239.0,51,469200,4.9,1813.0,944.0,Tas,8500.0,False,False,False
Jakarta Utara,-0.0,2022-01-22,55000,110000,23133000,23356107,778250000,420.0,424,14150.0,9091,500005000,4.71,4429.0,12181.0,Tas,85000.0,False,False,True
Jakarta Barat,141.0,2023-08-30,69000,138000,12696000,5261297,73968000,184.0,76,1072.0,239,16491000,4.84,325.0,2364.0,Tas,75000.0,False,False,False
Kab. Ponorogo,73.0,2023-06-12,38800,40000,7061600,4076932,67822400,182.0,105,1748.0,165,6402000,4.93,338.0,110.0,misc,6750.0,False,False,False
Kab. Bogor,-79.0,2024-08-26,59000,0,8673000,41331699,90388000,147.0,700,1532.0,211,12449000,4.81,772.0,14.0,Tas,49600.0,False,True,False
Kab. Bandung,59.0,2024-07-25,39000,0,7020000,4409229,14157000,180.0,113,363.0,550,21450000,5.0,138.0,7.0,Tas,35199.0,False,False,False
Kab. Lamongan,4.0,2023-12-31,12999,0,2339820,2228914,22358280,180.0,171,1720.0,86,1117914,4.72,188.0,36.0,Tas,4499.0,False,False,False
Jakarta Selatan,-5.0,2023-12-03,5400,0,97200,102745,1123200,18.0,19,208.0,5629,30396600,4.505000000000001,0.0,7.0,Tas,32500.0,False,False,False
Kab. Ngawi,-59.0,2023-03-31,6900,0,1228200,3036736,57808200,178.0,440,8378.0,339,2339100,4.71,282.0,613.0,Tas,8500.0,False,False,False
Kab. Magelang,-40.0,2022-07-24,8700,0,170520,287866,7847400,19.0,33,902.0,8015,69730500,5.0,9.0,63.0,Tas,8700.0,False,False,False
Kab. Ponorogo,54.0,2021-09-09,52200,60000,8978400,5795699,218665800,172.0,111,4189.0,11606,605833200,4.75,1432.0,1897.0,Tas,30000.0,False,False,True
Kab. Sleman,-40.0,2023-12-27,8900,20000,1521900,2561318,26014700,171.0,287,2923.0,189,1682100,4.85,235.0,455.0,Tas,130000.0,False,False,False
Bekasi,9.0,2023-12-22,60000,0,9960000,9120702,94140000,166.0,152,1569.0,360,21600000,4.88,767.0,11.0,Tas,50000.0,False,False,False
Kab. Sidoarjo,-27.0,2020-08-09,26997,27000,4535496,6275063,318321627,168.0,232,11791.0,33,890901,4.74,3653.0,2943.0,Tas,20250.0,False,False,False
Surabaya,-84.0,2022-11-23,19900,0,3363100,21277169,495549800,169.0,1069,24902.0,1380,27462000,4.93,1093.0,7853.0,Tas,17200.0,False,False,False
Kab. Madiun,-58.0,2022-04-19,9550,0,1537550,3734109,113587700,161.0,391,11894.0,3251,31047050,4.92,304.0,241.0,Tas,6999.0,False,False,False
Kab. Sidoarjo,-46.0,2021-11-19,9490,0,1565850,2925984,103640290,165.0,308,10921.0,4951,46984990,4.72,2715.0,2684.0,Tas,20250.0,False,False,False
Jakarta Utara,-73.0,2023-05-24,100000,0,16500000,62425614,1076500000,165.0,624,10765.0,1831,183100000,4.82,4481.0,12068.0,Tas,85000.0,False,True,True
Kab. Ngawi,148.0,2020-10-19,14879,18000,13828542,5556690,268982562,929.0,373,18078.0,5067,75391893,4.85,1015.0,414.0,Tas,8500.0,False,False,False
Kab. Bogor,-51.0,2024-05-10,50050,55000,5120115,10530227,60009950,102.0,210,1199.0,400,20020000,4.87,194.0,555.0,Tas,49600.0,False,False,False
Kab. Mojokerto,16.0,2021-12-29,2200,0,308000,264798,9031000,140.0,120,4105.0,995,2189000,4.84,38.0,25.0,Tas,12949.5,False,False,False
Kab. Ponorogo,-71.0,2024-01-25,11760,12000,1869840,6498729,59940720,159.0,552,5097.0,38,446880,4.83,194.0,252.0,Tas,30000.0,False,False,False
Kab. Bantul,-20.0,2022-08-25,17000,0,2703000,3384250,88740000,159.0,199,5220.0,211,3587000,4.83,635.0,583.0,Tas,17000.0,False,False,False
Kab. Tangerang,-24.0,2024-06-28,32800,40000,5182400,6841950,28273600,158.0,208,862.0,2187,71733600,4.84,237.0,1384.0,Tas,75000.0,False,False,False
Kab. Situbondo,9.0,2024-08-15,8000,0,1240000,1128147,2864000,155.0,141,358.0,3526,28208000,4.8,40.0,29.0,Tas,7500.0,False,False,False
Kab. Bogor,50.0,2024-01-03,33500,61000,5159000,3419799,33935500,154.0,102,1013.0,1636,54806000,4.67,365.0,362.0,Tas,49600.0,False,False,False
Kab. Sidoarjo,-64.0,2023-10-01,39000,55000,6006000,16743588,217542000,154.0,429,5578.0,1875,73125000,4.74,2094.0,3309.0,Tas,20250.0,False,False,False
Kab. Trenggalek,40.0,2023-12-30,48000,0,7344000,5238377,52656000,153.0,109,1097.0,1767,84816000,4.82,393.0,195.0,Tas,20000.0,False,False,False
Kab. Ngawi,-36.0,2023-07-13,7600,7900,1155200,1829956,28576000,152.0,240,3760.0,481,3655600,4.97,96.0,95.0,Tas,8500.0,False,False,False
Kab. Pasuruan,63.0,2022-01-16,39500,0,6004000,3665954,122845000,152.0,92,3110.0,1462,57749000,4.78,851.0,159.0,Tas,39500.0,False,False,False
Kab. Sidoarjo,3.0,2024-08-07,49900,99900,7534900,7295513,20508900,151.0,146,411.0,965,48153500,4.83,66.0,64.0,Tas,20250.0,False,False,False
Jakarta Timur,-28.0,2024-03-26,35910,59850,542241,754332,5422410,15.0,21,151.0,6134,220271940,5.0,1.0,0.0,Tas,65000.0,False,False,True
Jakarta Timur,-11.0,2023-07-09,89700,130000,12019800,13637056,214562400,134.0,152,2392.0,1357,121722900,4.8,1090.0,1049.0,Tas,65000.0,False,False,False
Kab. Ngawi,-23.0,2023-05-22,8500,0,127500,167366,2898500,15.0,19,341.0,2659,22601500,5.0,4.0,3.0,Tas,8500.0,False,False,False
Cirebon,95.0,2022-11-12,60000,0,9180000,4696436,111000000,153.0,78,1850.0,489,29340000,4.9,1127.0,16.0,misc,65950.0,False,False,False
Kab. Sidoarjo,142.0,2019-02-20,49970,55000,33784717,13916602,951728620,676.0,278,19046.0,619,30931430,4.72,6189.0,6518.0,Tas,20250.0,False,False,False
Kab. Ponorogo,-52.0,2021-12-29,499,0,7335,15584,531435,14.0,31,1065.0,8935,4458565,4.76,17.0,38.0,Tas,30000.0,False,False,False
Surabaya,-68.0,2022-05-22,57000,0,8322000,26205649,768189000,146.0,459,13477.0,3624,206568000,4.81,5525.0,10689.0,Tas,17200.0,False,False,True
Kab. Madiun,172.0,2024-08-02,5950,0,856800,313852,928200,144.0,52,156.0,498,2963100,5.0,6.0,3.0,Tas,6999.0,False,False,False
Kab. Madiun,-71.0,2024-02-19,6999,45000,888873,3128861,26351235,127.0,447,3765.0,2393,16748607,4.88,85.0,73.0,Tas,6999.0,False,False,False
Kab. Ponorogo,-48.0,2022-10-05,12740,13000,1821820,3518041,87511060,143.0,276,6869.0,318,4051320,4.85,226.0,384.0,Tas,30000.0,False,False,False
Kab. Situbondo,139.0,2023-06-15,18500,0,2627000,1098965,18185500,142.0,59,983.0,13568,251008000,4.93,169.0,45.0,Tas,7500.0,False,False,True
Kab. Ngawi,-12.0,2024-08-07,8500,0,1198500,1372132,3833500,141.0,161,451.0,487,4139500,4.88,26.0,23.0,Tas,8500.0,False,False,False
Kab. Tangerang,21.0,2022-09-20,14443,65000,2036463,1681550,42693508,141.0,116,2956.0,306,4419558,4.67,490.0,154.0,Tas,75000.0,False,False,False
Kab. Tangerang,22.0,2021-01-19,5000,0,72000,58893,2675000,14.0,11,535.0,131,655000,4.505000000000001,135.0,72.0,Tas,75000.0,False,False,False
Kab. Tangerang,-8.0,2024-06-28,32900,35000,4573100,5000061,20628300,139.0,151,627.0,1078,35466200,4.68,184.0,1271.0,Tas,75000.0,False,False,False
