Lokasi,Tren,Tanggal Listing,Harga,Harga Asli,Omset 30 Hari,Rata-rata Omset per bulan,Omset Total,Penjualan 30 Hari,Rata-rata Penjualan per bulan,Penjualan Total,Jumlah Stok,Nilai Stok,Rating,Jumlah Ulasan,Wishlist,Category,Harga_encoded,Rata-rata Penjualan per bulan_outlier_flag,Rata-rata Omset per bulan_outlier_flag,Nilai Stok_outlier_flag
Banjarmasin,74.0,2021-04-09,26950,38500,7168700,1855035,76672750,266.0,68,2845.0,38,1024100,4.89,1393.0,178.0,misc,23677.5,False,False,False
Jakarta Barat,32.0,2024-05-24,35500,69000,9407500,6349932,24353000,265.0,178,686.0,5707,202598500,4.75,246.0,50.0,Perawatan Wajah,13250.0,False,False,True
Kab. Bojonegoro,50.0,2019-12-27,10605,0,2799720,1387077,78710310,264.0,130,7422.0,1875,19884375,4.79,1786.0,301.0,misc,10147.5,False,False,False
Bekasi,73.0,2023-10-26,81000,102300,21141000,5503261,59292000,261.0,67,732.0,1201,97281000,4.95,213.0,425.0,misc,31400.0,False,False,False
Surakarta (Solo),53.0,2021-03-26,26980,32750,6933860,3231852,135007920,257.0,119,5004.0,43,1160140,4.89,708.0,186.0,misc,26980.0,False,False,False
Kab. Tangerang,31.0,2024-08-02,50500,95000,12978500,8899031,13938000,257.0,176,276.0,128,6464000,4.97,70.0,140.0,misc,8719.0,False,False,False
Kab. Tangerang,39.0,2018-04-27,27799,0,7144343,4356677,334366372,257.0,156,12028.0,2229,61963971,4.92,3302.0,536.0,Perawatan Kulit,11375.0,False,False,False
Surabaya,67.0,2019-07-27,23692,30000,6065152,1976786,122061184,256.0,83,5152.0,686,16252712,4.88,2130.0,377.0,Perawatan Wajah,21827.0,False,False,False
Surabaya,75.0,2019-12-11,13200,15500,3366000,811399,46477200,255.0,61,3521.0,72,950400,4.9,1490.0,1044.0,Perawatan Kulit,15700.0,False,False,False
Kab. Sidoarjo,26.0,2023-12-03,26883,30900,6801399,5016808,47851740,253.0,186,1780.0,1833,49276539,4.73,534.0,128.0,misc,16250.0,False,False,False
Jakarta Selatan,70.0,2023-07-27,49000,61100,12397000,3614452,49686000,253.0,73,1014.0,1284,62916000,4.88,362.0,259.0,Perawatan Wajah,35250.0,False,False,False
Jakarta Utara,58.0,2022-10-04,13700,25000,3466100,1445376,33962300,253.0,105,2479.0,1253,17166100,4.8,858.0,190.0,misc,23500.0,False,False,False
Bandung,87.0,2023-07-16,26950,0,6791400,876176,12343100,252.0,32,458.0,47,1266650,4.89,126.0,70.0,misc,8650.0,False,False,False
Balikpapan,3.0,2022-07-08,38500,45000,9702000,9408672,248094000,252.0,244,6444.0,2150,82775000,4.88,3062.0,280.0,misc,38500.0,False,False,False
Jakarta Timur,36.0,2024-01-11,67900,77000,17042900,10755553,88949000,251.0,158,1310.0,228,15481200,4.92,359.0,1341.0,misc,36000.0,False,False,False
Jakarta Utara,69.0,2024-01-16,84500,100000,21209500,6385054,51714000,251.0,75,612.0,449,37940500,4.87,164.0,89.0,Perawatan Wajah,59000.0,False,False,False
Malang,94.0,2021-04-18,65000,0,16315000,869848,35685000,251.0,13,549.0,58,3770000,4.84,151.0,280.0,misc,12999.0,False,False,False
Kab. Bekasi,48.0,2021-12-10,27000,40500,6723000,3471271,115614000,249.0,128,4282.0,140,3780000,4.89,1131.0,736.0,misc,18399.0,False,False,False
Kab. Gresik,68.0,2022-12-08,27300,35000,6770400,2146927,45891300,248.0,78,1681.0,44,1201200,4.87,357.0,101.0,Perawatan Wajah,10699.0,False,False,False
Tangerang,66.0,2018-11-06,101650,107000,25107550,8454523,595465700,247.0,83,5858.0,70,7115500,4.96,2113.0,2789.0,misc,9920.0,False,False,False
Jakarta Selatan,67.0,2024-04-05,39900,99900,9815400,3161611,17276700,246.0,79,433.0,19569,780803100,4.71,103.0,121.0,Perawatan Wajah,35250.0,False,False,True
Jakarta Barat,-65.0,2021-11-05,29500,89000,7257000,12043226,415094500,246.0,408,14071.0,227,6696500,4.89,5175.0,1063.0,misc,11500.0,False,False,False
Kab. Sidoarjo,56.0,2024-02-06,48000,80000,11760000,5115717,38016000,245.0,106,792.0,93,4464000,4.91,316.0,79.0,misc,16250.0,False,False,False
Kab. Bogor,51.0,2023-06-03,20600,29000,5047000,2439343,37904000,245.0,118,1840.0,83,1709800,4.88,524.0,355.0,misc,16900.0,False,False,False
Palembang,78.0,2019-01-31,36500,0,8869500,1949196,131838000,243.0,53,3612.0,177,6460500,4.92,1446.0,251.0,misc,18574.0,False,False,False
Bekasi,0.0,2023-01-16,22000,28500,5346000,5330753,107140000,243.0,242,4870.0,1145,25190000,4.76,1953.0,1219.0,misc,31400.0,False,False,False
Jakarta Barat,12.0,2021-11-08,20900,42000,5078700,4440797,152632700,243.0,212,7303.0,157,3281300,4.87,2669.0,515.0,misc,11500.0,False,False,False
Kab. Bogor,96.0,2019-05-27,8000,0,1976000,61493,3920000,247.0,7,490.0,783,6264000,4.83,102.0,3.0,misc,16900.0,False,False,False
Banjarmasin,-57.0,2024-08-30,27550,29000,6639550,10489786,6722200,241.0,380,244.0,2,55100,4.85,84.0,34.0,misc,23677.5,False,False,False
Kab. Kediri,81.0,2021-03-16,7200,8500,1728000,316189,13312800,240.0,43,1849.0,7,50400,4.9,494.0,78.0,Tas,15000.0,False,False,False
Palembang,41.0,2024-01-30,7900,0,1880200,1108269,8468800,238.0,140,1072.0,132,1042800,4.82,186.0,15.0,misc,18574.0,False,False,False
Jakarta Pusat,73.0,2024-04-01,27590,0,6566420,1733346,9684090,238.0,62,351.0,176,4855840,4.77,106.0,32.0,misc,16950.0,False,False,False
Bekasi,-9.0,2023-01-23,12500,0,2950000,3240959,64387500,236.0,259,5151.0,638,7975000,4.86,1033.0,468.0,misc,31400.0,False,False,False
Surabaya,17.0,2023-09-14,33400,65000,7815600,6418851,78089200,234.0,192,2338.0,249,8316600,4.87,860.0,587.0,Perawatan Wajah,21827.0,False,False,False
Banjarmasin,43.0,2022-02-26,79750,114000,18581750,10427682,321073500,233.0,130,4026.0,46,3668500,4.87,1873.0,460.0,misc,23677.5,False,False,False
Jakarta Selatan,52.0,2024-05-15,56700,63000,13154400,6243192,25798500,232.0,110,455.0,1029,58344300,4.94,204.0,192.0,misc,23237.5,False,False,False
Jakarta Utara,84.0,2023-03-15,15200,38000,3526400,530486,9621600,232.0,34,633.0,740,11248000,4.85,197.0,359.0,misc,23500.0,False,False,False
Bandar Lampung,46.0,2024-05-17,45482,0,10506342,5584794,22695518,231.0,122,499.0,176,8004832,4.69,159.0,17.0,misc,17450.0,False,False,False
Kab. Bandung,-23.0,2020-02-24,46455,100000,16686636,21950322,1234634535,359.0,472,26577.0,4137,192184335,4.56,9335.0,11246.0,Perawatan Wanita,39400.0,False,False,True
Jakarta Barat,27.0,2021-09-09,18500,33000,24035200,18799271,709678500,1299.0,1016,38361.0,4456,82436000,4.58,8005.0,12604.0,misc,11500.0,False,False,False
Cimahi,-32.0,2023-08-08,46999,85000,31912321,47057648,695679198,679.0,1001,14802.0,4964,233303036,4.67,5411.0,9280.0,misc,47950.0,False,True,True
Kab. Bandung,-53.0,2022-12-15,41571,41990,19949922,43074585,970641279,479.0,1036,23349.0,5488,228141648,4.61,5529.0,2712.0,Perawatan Wanita,39400.0,False,True,True
Cimahi,-77.0,2023-10-31,37000,84150,3922000,17691673,212676000,106.0,478,5748.0,79,2923000,4.62,2290.0,4648.0,misc,47950.0,False,False,False
Jakarta Timur,-5.0,2023-08-30,68000,0,25024000,26434355,371688000,368.0,388,5466.0,40,2720000,4.89,3122.0,358.0,misc,36000.0,False,False,False
Jakarta Utara,54.0,2024-03-28,56099,133332,43364527,28151297,200217331,773.0,501,3569.0,17484,980834916,4.85,1428.0,13716.5,Perawatan Wanita,75450.0,False,False,True
Cimahi,130.0,2024-03-16,34500,60750,55821000,24166936,181539000,1618.0,700,5262.0,199,6865500,4.71,1536.0,2788.0,Perawatan Wanita,44500.0,False,False,False
Kab. Bandung,-65.0,2024-01-23,54945,80000,5989005,17391572,161428410,109.0,316,2938.0,27780,1526372100,4.76,1335.0,13716.5,Perawatan Wanita,39400.0,False,False,True
Cimahi,-50.0,2023-08-02,44000,75000,25308800,51267626,767756000,575.0,1165,17449.0,7311,321684000,4.58,5033.0,6279.0,Perawatan Wanita,44500.0,False,True,True
Kab. Bandung,59.0,2020-03-27,38900,90000,24429200,15361974,847164200,628.0,394,21778.0,13437,522699300,4.53,9657.0,4574.0,Perawatan Wanita,39400.0,False,False,True
Jakarta Barat,-47.0,2023-09-14,74900,89900,38199000,73173742,993099100,510.0,976,13259.0,17029,1275472100,4.8,6397.0,13224.0,misc,11500.0,False,True,True
Kab. Bandung,73.0,2020-09-25,42900,77000,29669640,17147664,844229100,691.0,399,19679.0,4776,204890400,4.505000000000001,5594.0,7160.0,Perawatan Wanita,39400.0,False,False,True
Kab. Bandung,-18.0,2024-05-06,39900,55000,20029800,24527821,142921800,502.0,614,3582.0,7087,282771300,4.505000000000001,1225.0,324.0,Perawatan Wanita,39400.0,False,False,True
Surabaya,-5.0,2024-03-13,45500,65000,6734000,7113949,54145000,148.0,156,1190.0,164,7462000,4.66,447.0,815.0,misc,10900.0,False,False,False
KAB. BANDUNG,17.0,2023-03-17,41250,90000,5115000,4337136,84521250,124.0,105,2049.0,390,16087500,4.65,656.0,477.0,misc,52650.0,False,False,False
KAB. BANDUNG,42.0,2024-02-22,37777,0,18019629,12618584,104906729,477.0,334,2777.0,17,642209,4.66,1522.0,15.0,misc,52650.0,False,False,False
KOTA BANDUNG,-20.0,2022-10-19,41900,80000,4567100,5710607,139443200,109.0,136,3328.0,4327,181301300,4.505000000000001,1236.0,3501.0,Perawatan Wanita,50000.0,False,False,True
KOTA JAKARTA BARAT,57.0,2022-06-10,29399,34999,18271478,11621000,333737448,621.0,395,11352.0,273,8025927,4.53,2493.0,2014.0,Tas,40445.0,False,False,False
KOTA JAKARTA BARAT,-56.0,2021-06-20,30282,61800,454230,1053182,42515928,15.0,34,1404.0,25596,775098072,4.505000000000001,365.0,146.0,Perawatan Wanita,32772.0,False,False,True
KOTA CIMAHI,-58.0,2024-06-11,48000,69500,1440000,3448248,16080000,30.0,71,335.0,19630,942240000,4.505000000000001,118.0,85.0,Perawatan Wanita,42000.0,False,False,True
KOTA CIMAHI,-31.0,2024-06-29,36500,49000,2153500,3154750,12884500,59.0,86,353.0,23883,871729500,4.61,105.0,217.0,misc,176165.0,False,False,True
KAB. BANDUNG,4.0,2024-01-02,53750,125000,6127500,5858021,58265000,114.0,108,1084.0,21532,1157345000,4.55,367.0,184.0,misc,52650.0,False,False,True
KAB. TANGERANG,-34.0,2024-05-23,45900,130000,1652400,2529783,13356900,36.0,55,291.0,90,4131000,4.66,118.0,743.0,Perawatan Wanita,16393.0,False,False,False
KAB. BANDUNG,-6.0,2024-06-20,53500,85000,3852000,4128921,18029500,72.0,77,337.0,3649,195221500,4.83,106.0,755.0,Tas,24900.0,False,False,True
KOTA CIMAHI,-31.0,2023-04-05,39000,80000,2379000,3456198,65247000,61.0,88,1673.0,2875,112125000,4.71,366.0,807.0,Perawatan Wanita,42000.0,False,False,False
KOTA BANDUNG,0.0,2024-06-22,46300,78000,2222400,2211527,9537800,48.0,47,206.0,26762,1239080600,4.505000000000001,73.0,31.0,Perawatan Wanita,50000.0,False,False,True
KAB. BANDUNG,-14.0,2023-10-21,37000,50000,6364000,7418403,91501000,172.0,200,2473.0,11402,421874000,4.7,966.0,946.0,Perawatan Wanita,47300.5,False,False,True
KOTA JAKARTA UTARA,116.0,2023-10-05,30000,0,16740000,7714701,99300000,558.0,257,3310.0,3291,98730000,4.9,1394.0,11.0,Perawatan Wanita,30000.0,False,False,False
KAB. BANDUNG BARAT,-41.0,2024-05-10,55500,106000,4606500,7879461,44844000,83.0,141,808.0,8065,447607500,4.505000000000001,320.0,233.0,misc,71000.0,False,False,True
KOTA JAKARTA BARAT,35.0,2023-05-26,23999,33000,56049664,41275668,709986416,2335.0,1719,29584.0,5006,120138994,4.505000000000001,2504.0,1832.0,misc,17500.0,False,True,False
KOTA JAKARTA BARAT,-18.0,2023-01-11,23500,65000,3196000,3902632,84529500,136.0,166,3597.0,420,9870000,4.53,1016.0,1645.0,misc,17500.0,False,False,False
KAB. BEKASI,-61.0,2024-08-11,49000,0,2058000,5300812,14112000,42.0,108,288.0,93,4557000,4.89,175.0,9.0,misc,35500.0,False,False,False
KOTA BANDUNG,-58.0,2019-01-08,39420,54000,342954,831887,58026240,8.0,21,1472.0,11046,435433320,4.68,618.0,438.0,Perawatan Wanita,50000.0,False,False,True
KAB. BANDUNG,-63.0,2023-03-30,55100,95000,4242700,11729119,223540700,77.0,212,4057.0,1286,70858600,4.68,1483.0,4548.0,Tas,24900.0,False,False,False
KAB. BANDUNG,-69.0,2024-01-02,52800,120000,3537600,11672837,116107200,67.0,221,2199.0,29547,1560081600,4.63,842.0,522.0,misc,52650.0,False,False,True
KOTA CIMAHI,-56.0,2023-01-28,44500,80000,3604500,8318064,175819500,81.0,186,3951.0,2796,124422000,4.66,968.0,1876.0,Perawatan Wanita,42000.0,False,False,False
KOTA TANGERANG SELATAN,148.0,2024-07-01,30000,0,47340000,19071688,76320000,1578.0,635,2544.0,81,2430000,4.64,1228.0,29.0,misc,30000.0,False,False,False
unidentified,-58.0,2024-05-27,34999,65000,25010285,60471493,311911088,714.0,1727,8912.0,1535,53723465,4.63,1367.0,1069.0,misc,34999.0,False,True,False
KOTA CIMAHI,-38.0,2024-01-28,44000,75000,23773200,38895951,354596000,540.0,883,8059.0,4415,194260000,4.64,1295.0,498.0,Perawatan Wanita,42000.0,False,True,True
KOTA CIMAHI,5.0,2024-01-14,69999,139998,5879916,5574519,53339238,84.0,79,762.0,4376,306315624,4.67,306.0,2857.0,Tas,63799.0,False,False,True
KOTA TANGERANG SELATAN,28.0,2024-07-01,30000,0,38790000,30170439,120720000,1293.0,1005,4024.0,60,1800000,4.7,1927.0,30.0,misc,30000.0,False,False,False
KOTA BANDUNG,-98.0,2024-02-07,45000,0,90000,6414067,56385000,2.0,142,1253.0,699,31455000,4.82,557.0,39.0,misc,44000.0,False,False,False
KOTA JAKARTA BARAT,29.0,2024-06-30,30000,60000,2790000,2158541,8760000,93.0,71,292.0,21653,649590000,4.505000000000001,109.0,27.0,misc,17500.0,False,False,True
KOTA SERANG,-59.0,2023-03-22,78500,0,3571750,8795528,169795500,45.0,112,2163.0,91,7143500,4.66,963.0,41.0,misc,20700.0,False,False,False
KOTA TASIKMALAYA,6.0,2023-10-04,59000,0,12921000,12140994,156586000,219.0,205,2654.0,48,2832000,4.86,1367.0,127.0,misc,69000.0,False,False,False
KOTA JAKARTA TIMUR,59.0,2023-08-30,58000,0,16646000,10428227,146624000,287.0,179,2528.0,47,2726000,4.91,1507.0,74.0,misc,56400.0,False,False,False
KOTA BOGOR,-27.0,2020-11-04,68900,0,840580,1155144,55326700,12.0,16,803.0,21489,1480592100,4.93,235.0,153.0,misc,15400.0,False,False,True
KAB. BEKASI,-45.0,2021-11-09,42000,0,1512000,2780719,99372000,36.0,66,2366.0,50,2100000,4.83,1025.0,708.0,misc,35500.0,False,False,False
KOTA CIMAHI,-93.0,2022-08-19,47500,75000,1235000,18962483,500555000,26.0,399,10538.0,3329,158127500,4.505000000000001,3350.0,5455.0,Perawatan Wanita,42000.0,False,False,True
KAB. BOGOR,-85.0,2021-12-30,99000,0,5148000,34514181,1175625000,52.0,348,11875.0,201,19899000,4.87,6185.0,13716.5,misc,36050.0,False,False,False
KOTA CIMAHI,-27.0,2023-08-08,44520,85000,19023396,26107621,385454160,427.0,586,8658.0,5211,231993720,4.61,1963.0,3343.0,Perawatan Wanita,42000.0,False,False,True
KAB. BANDUNG,-64.0,2023-09-18,38000,0,4826000,13520111,181792000,127.0,355,4784.0,5761,218918000,4.72,1502.0,4167.0,Tas,24900.0,False,False,True
KAB. BANDUNG BARAT,-3.0,2024-01-29,50930,59500,4074400,4237466,38452150,80.0,83,755.0,900,45837000,4.55,302.0,435.0,misc,71000.0,False,False,False
KAB. BANDUNG,-36.0,2023-11-28,43300,80000,3420700,5402770,60100400,79.0,124,1388.0,5942,257288600,4.76,500.0,6296.0,Perawatan Wanita,47300.5,False,False,True
KOTA BOGOR,31.0,2024-03-08,39000,0,21645000,16429346,127452000,555.0,421,3268.0,50,1950000,4.84,1545.0,26.0,misc,15400.0,False,False,False
KOTA BOGOR,-7.0,2024-06-24,39000,0,22425000,24362774,103467000,575.0,624,2653.0,34,1326000,4.86,1239.0,14.0,misc,15400.0,False,False,False
KAB. BANDUNG,-69.0,2023-11-08,44500,0,30794000,100212242,1179650500,692.0,2251,26509.0,33,1468500,4.56,12931.0,258.0,misc,52650.0,False,True,False
KAB. BANDUNG,15.0,2023-11-06,98000,110000,36162000,31228431,369558000,369.0,318,3771.0,47,4606000,4.87,1496.0,13716.5,misc,52650.0,False,False,False
KAB. BANDUNG,97.0,2024-02-22,37777,0,27954980,14140288,117562024,740.0,374,3112.0,24,906648,4.65,1701.0,10.0,misc,52650.0,False,False,False
KOTA CIMAHI,-81.0,2024-01-29,35000,62500,5460000,28775532,261380000,156.0,822,7468.0,28168,985880000,4.74,3113.0,3104.0,Tas,63799.0,False,False,True
KAB. BANYUMAS,-57.0,2024-04-27,35000,0,1820000,4240036,26110000,52.0,121,746.0,66,2310000,4.75,235.0,1183.0,misc,38000.0,False,False,False
KOTA BOGOR,47.0,2023-10-05,89000,0,56604000,38350950,493238000,636.0,430,5542.0,21,1869000,4.84,2682.0,369.0,misc,15400.0,False,True,False
KAB. BANDUNG,-64.0,2024-08-14,77950,0,3585700,10113373,26035300,46.0,129,334.0,48,3741600,4.8,200.0,4.0,misc,52650.0,False,False,False
KOTA BANDUNG,12.0,2024-01-24,79615,85000,24521420,21870515,202301715,308.0,274,2541.0,9523,758173645,4.74,875.0,9243.0,Perawatan Wanita,50000.0,False,False,True
KOTA CIMAHI,-47.0,2021-11-23,44000,60000,12892000,24499110,864820000,293.0,556,19655.0,3439,151316000,4.76,7355.0,13716.5,misc,176165.0,False,False,True
KOTA JAKARTA BARAT,-63.0,2023-08-23,28500,120000,8835000,24153145,345106500,310.0,847,12109.0,777,22144500,4.73,3230.0,12077.0,misc,17500.0,False,False,False
KAB. GARUT,142.0,2021-07-27,35500,0,6106000,2516235,98512500,172.0,70,2775.0,25,887500,4.86,948.0,3289.0,misc,35500.0,False,False,False
KAB. BANDUNG,152.0,2024-05-03,56900,0,28393100,11257131,66686800,499.0,197,1172.0,184,10469600,4.84,510.0,2257.0,misc,52650.0,False,False,False
KAB. BEKASI,-55.0,2024-07-27,57000,0,2736000,6100878,19209000,48.0,107,337.0,80,4560000,4.81,208.0,3.0,misc,35500.0,False,False,False
KAB. BEKASI,-26.0,2024-04-23,43000,85000,5633000,7671615,48117000,131.0,178,1119.0,1325,56975000,4.505000000000001,338.0,1641.0,misc,35500.0,False,False,False
KOTA BANDUNG,-17.0,2023-12-10,59000,100000,6608000,8039122,86022000,112.0,136,1458.0,2256,133104000,4.7,602.0,762.0,misc,44000.0,False,False,False
KOTA CIMAHI,-33.0,2023-11-13,36500,85000,30484800,45695502,530089500,835.0,1251,14523.0,1448,52852000,4.74,2932.0,6928.0,Perawatan Wanita,42000.0,False,True,False
KOTA CIMAHI,-36.0,2023-10-17,42000,85000,39891600,62407461,777756000,949.0,1485,18518.0,5560,233520000,4.505000000000001,3228.0,2825.0,Perawatan Wanita,42000.0,False,True,True
KAB. BANDUNG,24.0,2023-09-04,25650,75000,95615505,76767544,1066911750,3727.0,2992,41595.0,14045,360254250,4.71,2310.0,2839.0,misc,52650.0,True,True,True
KOTA JAKARTA BARAT,-10.0,2024-05-11,89891,89900,8449754,9440191,53575036,94.0,105,596.0,15328,1377849248,4.85,275.0,215.0,misc,17500.0,False,False,True
KAB. BANDUNG,-94.0,2024-05-07,58990,0,884850,17217418,99752090,15.0,291,1691.0,85,5014150,4.72,924.0,11.0,misc,52650.0,False,False,False
KOTA JAKARTA BARAT,57.0,2023-05-30,48020,49000,5762400,3665413,62474020,120.0,76,1301.0,6830,327976600,4.505000000000001,483.0,131.0,Tas,40445.0,False,False,True
KAB. BANDUNG,-71.0,2023-08-21,51000,65000,3876000,13776906,197625000,76.0,270,3875.0,792,40392000,4.75,939.0,2644.0,misc,52650.0,False,False,False
KAB. TANGERANG,158.0,2022-01-14,31000,0,14105000,5450784,182962000,455.0,175,5902.0,1497,46407000,4.86,2450.0,75.0,misc,39000.0,False,False,False
KOTA JAKARTA BARAT,-33.0,2023-06-08,39130,43000,6573840,9897718,166106850,168.0,252,4245.0,11026,431447380,4.505000000000001,1573.0,498.0,Tas,40445.0,False,False,True
KAB. BANDUNG,1.0,2024-08-25,42990,0,22913670,22623190,50083350,533.0,526,1165.0,49,2106510,4.71,550.0,1.0,misc,52650.0,False,False,False
KAB. GRESIK,-42.0,2022-06-26,42000,0,1722000,2981952,84042000,41.0,70,2001.0,707,29694000,4.83,875.0,18.0,misc,12188.0,False,False,False
KAB. BANDUNG,-1.0,2024-08-28,42990,0,19388490,19595161,41614320,451.0,455,968.0,49,2106510,4.68,471.0,1.0,misc,52650.0,False,False,False
KAB. BANYUWANGI,62.0,2023-12-12,81500,0,75143000,46244206,492504500,922.0,567,6043.0,17089,1392753500,4.81,2754.0,45.0,misc,81500.0,False,True,True
KOTA BANDUNG,-51.0,2024-02-02,43550,100000,10582650,21914314,196497600,243.0,503,4512.0,531,23125050,4.79,1486.0,2508.0,Perawatan Wanita,50000.0,False,False,False
KOTA JAKARTA BARAT,-13.0,2024-06-10,89891,89900,6292370,7270642,34158580,70.0,80,380.0,16150,1451739650,4.79,175.0,539.0,misc,17500.0,False,False,True
KOTA TANGERANG SELATAN,49.0,2024-07-01,30000,0,26700000,17824653,71340000,890.0,594,2378.0,77,2310000,4.67,1107.0,19.0,misc,30000.0,False,False,False
KOTA CIMAHI,170.0,2021-03-29,40000,58000,35416000,13090159,563920000,885.0,327,14098.0,26943,1077720000,4.75,2074.0,1158.0,Perawatan Wanita,42000.0,False,False,True
KOTA CIMAHI,132.0,2021-09-08,39102,90000,58461400,25117729,948653622,1495.0,642,24261.0,7460,291700920,4.69,3613.0,3167.0,Perawatan Wanita,42000.0,False,False,True
KAB. SUKOHARJO,-6.0,2024-03-22,38000,0,16530000,17689519,129162000,435.0,465,3399.0,28,1064000,4.66,1988.0,49.0,misc,38000.0,False,False,False
KOTA BOGOR,102.0,2024-03-08,89000,0,41207000,20318392,157619000,463.0,228,1771.0,17,1513000,4.88,792.0,9.0,misc,15400.0,False,False,False
KOTA BANDUNG,-5.0,2024-01-22,99000,0,41481000,44094602,410256000,419.0,445,4144.0,50,4950000,4.77,2324.0,19.0,misc,44000.0,False,True,False
KOTA JAKARTA BARAT,-14.0,2022-01-23,37905,39900,4245360,4949744,164735130,112.0,130,4346.0,23170,878258850,4.61,1328.0,526.0,Tas,40445.0,False,False,True
KAB. BANDUNG,-31.0,2024-07-06,44500,95000,3248500,4722902,18067000,73.0,106,406.0,2279,101415500,4.82,106.0,502.0,Perawatan Wanita,47300.5,False,False,False
KAB. BANDUNG,-55.0,2022-09-29,44000,0,7788000,17472633,438416000,177.0,397,9964.0,3358,147752000,4.72,1600.0,3026.0,misc,52650.0,False,False,True
KOTA CIMAHI,0.0,2024-07-12,41400,67900,5382000,5366689,19499400,130.0,129,471.0,10479,433830600,4.505000000000001,136.0,120.0,Perawatan Wanita,42000.0,False,False,True
KOTA CIMAHI,-85.0,2021-10-22,38000,55000,4560000,31492552,1143534000,120.0,828,30093.0,11819,449122000,4.73,11706.0,13716.5,Tas,63799.0,False,False,True
KOTA CIMAHI,-40.0,2023-08-22,64750,99999,8611750,14394270,206034500,133.0,222,3182.0,407,26353250,4.71,1164.0,5485.0,Perawatan Wanita,42000.0,False,False,False
KOTA BANDUNG,17.0,2024-03-10,39500,0,7663000,6519530,50165000,194.0,165,1270.0,50,1975000,4.75,695.0,7.0,misc,44000.0,False,False,False
KOTA BANDUNG,-55.0,2023-12-10,49500,0,2747250,6204937,66379500,55.0,125,1341.0,25,1237500,4.74,708.0,3.0,misc,44000.0,False,False,False
